ba_bros_val,ba_avg_score,ba_style,ba_brewery_name,ba_phone_key,ba_beer_name,ba_brewery_city,ba_brewery_state,ba_brewery_name_key,ba_abv,ba_phone,ba_ratings_count
-,3.71,Saison / Farmhouse Ale,Sierra Nevada Brewing Co.,5308933520,Southern Summer Saison,Chico,CA,Sierra_Nevada_Brewing_Co.,6.90,(530) 893-3520,4
-,3.91,Weizenbock,Sierra Nevada Brewing Co.,5308933520,Squared Away,Chico,CA,Sierra_Nevada_Brewing_Co.,6.90,(530) 893-3520,2
-,3.81,Czech Pilsener,Sierra Nevada Brewing Co.,5308933520,Summer Feast,Chico,CA,Sierra_Nevada_Brewing_Co.,5.00,(530) 893-3520,6
-,4.21,American IPA,Sierra Nevada Brewing Co.,5308933520,Torpedo Extra IPA Dry-Hopped W/Citra,Chico,CA,Sierra_Nevada_Brewing_Co.,7.20,(530) 893-3520,28
-,4.13,American Strong Ale,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods -  Barrel-Aged Maillard's Odyssey,Chico,CA,Sierra_Nevada_Brewing_Co.,9.30,(530) 893-3520,18
-,4.19,American Double / Imperial Stout,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods - Barrel-Aged Cherry Chocolate Stout,Chico,CA,Sierra_Nevada_Brewing_Co.,10.00,(530) 893-3520,8
-,-,American Double / Imperial IPA,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods - Barrel-Aged Hoptimum,Chico,CA,Sierra_Nevada_Brewing_Co.,11.50,(530) 893-3520,0
-,-,American Strong Ale,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods - Barrel-Aged Islay Fog,Chico,CA,Sierra_Nevada_Brewing_Co.,8.50,(530) 893-3520,0
-,3.91,American Strong Ale,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods - Barrel-Aged Lime Ale,Chico,CA,Sierra_Nevada_Brewing_Co.,9.30,(530) 893-3520,44
-,4.06,Old Ale,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods - Barrel-Aged Old Ale,Chico,CA,Sierra_Nevada_Brewing_Co.,8.20,(530) 893-3520,8
-,-,American IPA,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods - Hop Hunter,Chico,CA,Sierra_Nevada_Brewing_Co.,6.90,(530) 893-3520,0
-,-,Quadrupel (Quad),Sierra Nevada Brewing Co.,5308933520,Trip In The Woods - Ovila Quad,Chico,CA,Sierra_Nevada_Brewing_Co.,10.30,(530) 893-3520,1
-,3.91,American Double / Imperial Stout,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods - Tawny Narwhal,Chico,CA,Sierra_Nevada_Brewing_Co.,11.40,(530) 893-3520,3
-,-,American Brown Ale,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods Barrel Aged C & K,Chico,CA,Sierra_Nevada_Brewing_Co.,10.90,(530) 893-3520,3
-,-,American Double / Imperial Stout,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods Barrel-Aged Stout Aged In Red Wine And Bourbon Barrels,Chico,CA,Sierra_Nevada_Brewing_Co.,10.00,(530) 893-3520,0
-,4.2,American Double / Imperial Stout,Sierra Nevada Brewing Co.,5308933520,Trip In The Woods:  Rum Barrel Aged Narwhal,Chico,CA,Sierra_Nevada_Brewing_Co.,11.70,(530) 893-3520,2
-,4.53,Quadrupel (Quad),Sierra Nevada Brewing Co.,5308933520,Trip Of The Woods Madeira Aged Ovila,Chico,CA,Sierra_Nevada_Brewing_Co.,?,(530) 893-3520,3
-,3.69,English Dark Mild Ale,Sierra Nevada Brewing Co.,5308933520,Two Mild & Crazy Guys,Chico,CA,Sierra_Nevada_Brewing_Co.,4.10,(530) 893-3520,2
-,3.69,Fruit / Vegetable Beer,Sierra Nevada Brewing Co.,5308933520,Velocity Radler,Chico,CA,Sierra_Nevada_Brewing_Co.,5.00,(530) 893-3520,2
-,3.45,American Pale Ale (APA),Sierra Nevada Brewing Co.,5308933520,Vibes Ale,Chico,CA,Sierra_Nevada_Brewing_Co.,4.80,(530) 893-3520,6
-,3.99,Weizenbock,Sierra Nevada Brewing Co.,5308933520,Weizenbock - Beer Camp #37 (Best Of Beer Camp),Chico,CA,Sierra_Nevada_Brewing_Co.,6.80,(530) 893-3520,203
-,3.93,Witbier,Sierra Nevada Brewing Co.,5308933520,Witbier With Grapefruit,Chico,CA,Sierra_Nevada_Brewing_Co.,7.00,(530) 893-3520,13
-,4.06,Wheatwine,Sierra Nevada Brewing Co.,5308933520,Wolfinanny,Chico,CA,Sierra_Nevada_Brewing_Co.,9.20,(530) 893-3520,19
-,3.09,American IPA,Simpleton Craft Ales,,Dolores Day,San Francisco,CA,Simpleton_Craft_Ales,4.50,,4
-,3.69,American IPA,Simpleton Craft Ales,,First Rye,San Francisco,CA,Simpleton_Craft_Ales,7.88,,3
-,-,American IPA,Simpleton Craft Ales,,Redrum IPA,San Francisco,CA,Simpleton_Craft_Ales,7.80,,0
-,3.22,American IPA,Simpleton Craft Ales,,South Of The Slot (SOS) IPA,San Francisco,CA,Simpleton_Craft_Ales,7.00,,2
-,2.93,American Pale Ale (APA),Six Rivers Brewery,7078397580,Bluff Creek Pale Ale,McKinleyville,CA,Six_Rivers_Brewery,5.50,(707) 839-7580,12
-,3.57,Dubbel,Six Rivers Brewery,7078397580,Cabernet Dubbel,McKinleyville,CA,Six_Rivers_Brewery,?,(707) 839-7580,2
-,3.99,Chile Beer,Six Rivers Brewery,7078397580,Chili Beer,McKinleyville,CA,Six_Rivers_Brewery,6.00,(707) 839-7580,6
-,3.15,Chile Beer,Six Rivers Brewery,7078397580,Chili Pepper Ale,McKinleyville,CA,Six_Rivers_Brewery,6.00,(707) 839-7580,63
-,3.24,American Amber / Red Ale,Six Rivers Brewery,7078397580,Earth Day Hemp Ale,McKinleyville,CA,Six_Rivers_Brewery,5.50,(707) 839-7580,1
-,-,American Pale Ale (APA),Six Rivers Brewery,7078397580,Fresh Hop Ale,McKinleyville,CA,Six_Rivers_Brewery,4.80,(707) 839-7580,0
-,-,American Double / Imperial Stout,Six Rivers Brewery,7078397580,Gypsy Rosa,McKinleyville,CA,Six_Rivers_Brewery,10.00,(707) 839-7580,6
-,2.92,American Pale Wheat Ale,Six Rivers Brewery,7078397580,High Prairie Wheat,McKinleyville,CA,Six_Rivers_Brewery,6.00,(707) 839-7580,4
-,3.08,English India Pale Ale (IPA),Six Rivers Brewery,7078397580,IPA,McKinleyville,CA,Six_Rivers_Brewery,7.20,(707) 839-7580,49
-,-,American Porter,Six Rivers Brewery,7078397580,Jacob Marley's Winter Porter,McKinleyville,CA,Six_Rivers_Brewery,10.00,(707) 839-7580,0
-,3.22,American Porter,Six Rivers Brewery,7078397580,Kona Moon Porter,McKinleyville,CA,Six_Rivers_Brewery,5.00,(707) 839-7580,34
-,4.13,American Porter,Six Rivers Brewery,7078397580,Macademia Nut Porter,McKinleyville,CA,Six_Rivers_Brewery,6.00,(707) 839-7580,17
-,3.76,American Black Ale,Six Rivers Brewery,7078397580,Matilda Black IPA,McKinleyville,CA,Six_Rivers_Brewery,?,(707) 839-7580,2
-,-,Lambic - Fruit,Six Rivers Brewery,7078397580,Montmorency Sour Cherry,McKinleyville,CA,Six_Rivers_Brewery,6.00,(707) 839-7580,0
-,3.27,American Porter,Six Rivers Brewery,7078397580,Moonstone Porter,McKinleyville,CA,Six_Rivers_Brewery,6.20,(707) 839-7580,29
-,3.57,American Porter,Six Rivers Brewery,7078397580,Paradise Moon Coffee Porter,McKinleyville,CA,Six_Rivers_Brewery,6.00,(707) 839-7580,41
-,-,Pumpkin Ale,Six Rivers Brewery,7078397580,Pigskin Pumpkin Ale,McKinleyville,CA,Six_Rivers_Brewery,7.00,(707) 839-7580,0
-,3.55,Lambic - Fruit,Six Rivers Brewery,7078397580,Raspberry Lambic,McKinleyville,CA,Six_Rivers_Brewery,7.20,(707) 839-7580,36
-,3.06,Fruit / Vegetable Beer,Six Rivers Brewery,7078397580,Rosie's Strawberry Wheat Ale,McKinleyville,CA,Six_Rivers_Brewery,6.00,(707) 839-7580,8
-,3.43,American Double / Imperial IPA,Six Rivers Brewery,7078397580,Sasquatch Ale,McKinleyville,CA,Six_Rivers_Brewery,9.30,(707) 839-7580,48
-,3.94,American Double / Imperial IPA,Six Rivers Brewery,7078397580,Sasquatch Double IPA,McKinleyville,CA,Six_Rivers_Brewery,9.00,(707) 839-7580,5
-,-,American Amber / Red Ale,Six Rivers Brewery,7078397580,Six Feet Under,McKinleyville,CA,Six_Rivers_Brewery,7.40,(707) 839-7580,2
-,-,Belgian Strong Pale Ale,Six Rivers Brewery,7078397580,Sweaty Bretty,McKinleyville,CA,Six_Rivers_Brewery,9.00,(707) 839-7580,0
-,-,Chile Beer,Six Rivers Brewery,7078397580,Tabasco Barrel Aged Chili Pepper Ale,McKinleyville,CA,Six_Rivers_Brewery,6.00,(707) 839-7580,0
-,-,Belgian IPA,Six Rivers Brewery,7078397580,Thing I,McKinleyville,CA,Six_Rivers_Brewery,7.00,(707) 839-7580,0
-,-,Belgian IPA,Six Rivers Brewery,7078397580,Thing II,McKinleyville,CA,Six_Rivers_Brewery,9.90,(707) 839-7580,0
-,-,American Pale Wheat Ale,Six Rivers Brewery,7078397580,Weatherman Wheat Ale,McKinleyville,CA,Six_Rivers_Brewery,6.00,(707) 839-7580,0
-,3.61,Belgian Pale Ale,Six Rivers Brewery,7078397580,White Chocolate Grand Cru,McKinleyville,CA,Six_Rivers_Brewery,10.30,(707) 839-7580,4
-,-,American Pale Wheat Ale,Skyland Ale Works,9518173037,Agave Wheat,Corona,CA,Skyland_Ale_Works,7.50,(951) 817-3037,0
-,-,American Porter,Skyland Ale Works,9518173037,Chocolate Porter,Corona,CA,Skyland_Ale_Works,6.80,(951) 817-3037,0
-,-,American Double / Imperial IPA,Skyland Ale Works,9518173037,CitraDIPAty,Corona,CA,Skyland_Ale_Works,8.40,(951) 817-3037,0
-,-,American IPA,Skyland Ale Works,9518173037,Day SIPA,Corona,CA,Skyland_Ale_Works,5.20,(951) 817-3037,0
-,-,American IPA,Skyland Ale Works,9518173037,Gaslamp,Corona,CA,Skyland_Ale_Works,7.00,(951) 817-3037,0
-,-,American Blonde Ale,Skyland Ale Works,9518173037,Honey Blonde,Corona,CA,Skyland_Ale_Works,5.10,(951) 817-3037,0
-,4.25,American Porter,Skyland Ale Works,9518173037,Zinfandel Barrel Imperial Chocolate Porter,Corona,CA,Skyland_Ale_Works,11.40,(951) 817-3037,1
-,4,American Brown Ale,Skyscraper Brewing Company,6265750770,Backhoe Brown,El Monte,CA,Skyscraper_Brewing_Company,6.30,(626) 575-0770,1
80,3.15,American Pale Wheat Ale,Skyscraper Brewing Company,6265750770,Bulldozer Honeyweizen,El Monte,CA,Skyscraper_Brewing_Company,5.00,(626) 575-0770,17
76,3.09,California Common / Steam Beer,Skyscraper Brewing Company,6265750770,Lug Nut Lager,El Monte,CA,Skyscraper_Brewing_Company,5.20,(626) 575-0770,15
-,2.76,American Pale Lager,Skyscraper Brewing Company,6265750770,Power Tool Pilsner,El Monte,CA,Skyscraper_Brewing_Company,5.50,(626) 575-0770,4
-,2.64,American Pale Lager,Skyscraper Brewing Company,6265750770,Sancha,El Monte,CA,Skyscraper_Brewing_Company,5.00,(626) 575-0770,2
-,3.32,Winter Warmer,Skyscraper Brewing Company,6265750770,Winter Warmer,El Monte,CA,Skyscraper_Brewing_Company,6.10,(626) 575-0770,6
-,3.15,American Amber / Red Ale,SLO Brewing Co.,8055431843,Amber,San Luis Obispo,CA,SLO_Brewing_Co.,?,(805) 543-1843,3
-,3.92,Fruit / Vegetable Beer,SLO Brewing Co.,8055431843,Blueberry Ale,San Luis Obispo,CA,SLO_Brewing_Co.,4.20,(805) 543-1843,7
-,3.5,American Blonde Ale,SLO Brewing Co.,8055431843,Cali Sessions,San Luis Obispo,CA,SLO_Brewing_Co.,4.80,(805) 543-1843,1
-,3.1,American Pale Wheat Ale,SLO Brewing Co.,8055431843,Caliwheat,San Luis Obispo,CA,SLO_Brewing_Co.,4.50,(805) 543-1843,3
-,-,American IPA,SLO Brewing Co.,8055431843,Central Coast Fresh Hop IPA,San Luis Obispo,CA,SLO_Brewing_Co.,6.60,(805) 543-1843,3
-,-,American IPA,SLO Brewing Co.,8055431843,Cool Kid Session IPA,San Luis Obispo,CA,SLO_Brewing_Co.,4.60,(805) 543-1843,2
-,3.53,Dunkelweizen,SLO Brewing Co.,8055431843,Double Dunkelweizen,San Luis Obispo,CA,SLO_Brewing_Co.,7.00,(805) 543-1843,1
-,2.25,Hefeweizen,SLO Brewing Co.,8055431843,Hefeweizen,San Luis Obispo,CA,SLO_Brewing_Co.,?,(805) 543-1843,2
-,3.37,American Blonde Ale,SLO Brewing Co.,8055431843,Honey Blonde,San Luis Obispo,CA,SLO_Brewing_Co.,4.40,(805) 543-1843,9
-,-,American Amber / Red Ale,SLO Brewing Co.,8055431843,Imperial Reggae Red,San Luis Obispo,CA,SLO_Brewing_Co.,10.00,(805) 543-1843,2
-,3.66,American IPA,SLO Brewing Co.,8055431843,IPA,San Luis Obispo,CA,SLO_Brewing_Co.,6.70,(805) 543-1843,12
-,2.54,Irish Dry Stout,SLO Brewing Co.,8055431843,Irish Stout,San Luis Obispo,CA,SLO_Brewing_Co.,?,(805) 543-1843,1
-,-,American IPA,SLO Brewing Co.,8055431843,Nitro Ipa,San Luis Obispo,CA,SLO_Brewing_Co.,6.70,(805) 543-1843,4
-,2.69,Oatmeal Stout,SLO Brewing Co.,8055431843,Oatmeal Stout,San Luis Obispo,CA,SLO_Brewing_Co.,5.10,(805) 543-1843,11
-,3.67,American Pale Ale (APA),SLO Brewing Co.,8055431843,Pale Ale,San Luis Obispo,CA,SLO_Brewing_Co.,4.70,(805) 543-1843,7
-,3.51,Czech Pilsener,SLO Brewing Co.,8055431843,Pilsner,San Luis Obispo,CA,SLO_Brewing_Co.,4.40,(805) 543-1843,4
-,4.3,American Porter,SLO Brewing Co.,8055431843,Porter,San Luis Obispo,CA,SLO_Brewing_Co.,5.80,(805) 543-1843,1
-,3.24,American Amber / Red Ale,SLO Brewing Co.,8055431843,Reggae Red,San Luis Obispo,CA,SLO_Brewing_Co.,5.00,(805) 543-1843,12
-,4.38,American Brown Ale,SLO Brewing Co.,8055431843,Winter Brown,San Luis Obispo,CA,SLO_Brewing_Co.,?,(805) 543-1843,2
80,3.57,American Amber / Red Ale,SLO Brewing Company,8052392337,Amber Ale,Paso Robles,CA,SLO_Brewing_Company,?,(805) 239-2337,24
88,3.86,Fruit / Vegetable Beer,SLO Brewing Company,8052392337,Blueberry Ale,Paso Robles,CA,SLO_Brewing_Company,4.20,(805) 239-2337,20
-,1.58,Hefeweizen,SLO Brewing Company,8052392337,Cali-Weizen,Paso Robles,CA,SLO_Brewing_Company,5.60,(805) 239-2337,1
-,3.14,American Blonde Ale,SLO Brewing Company,8052392337,Claim Jumper Honey Blonde,Paso Robles,CA,SLO_Brewing_Company,?,(805) 239-2337,9
-,3.69,American Amber / Red Ale,SLO Brewing Company,8052392337,Claim Jumper Red,Paso Robles,CA,SLO_Brewing_Company,?,(805) 239-2337,4
75,3.55,American Pale Ale (APA),SLO Brewing Company,8052392337,Extra Pale Ale,Paso Robles,CA,SLO_Brewing_Company,5.00,(805) 239-2337,28
-,1.79,American Stout,SLO Brewing Company,8052392337,Oatmeal Stout,Paso Robles,CA,SLO_Brewing_Company,?,(805) 239-2337,1
-,-,German Pilsener,SLO Brewing Company,8052392337,Pilsner,Paso Robles,CA,SLO_Brewing_Company,?,(805) 239-2337,1
82,2.77,Cream Ale,"SLO Organics, LLC",8059952400,Chai Cream Ale,Cayucos,CA,"SLO_Organics,_LLC",4.50,(805) 995-2400,13
-,3.96,American IPA,Smog City Brewing,3103207664,Amarilla Gorilla IPA,Torrance,CA,Smog_City_Brewing,7.80,(310) 320-7664,88
-,3.74,Quadrupel (Quad),Smog City Brewing,3103207664,Bananas For Belgians,Torrance,CA,Smog_City_Brewing,7.50,(310) 320-7664,1
-,-,American Porter,Smog City Brewing,3103207664,Bloody Knuckle Porter,Torrance,CA,Smog_City_Brewing,6.00,(310) 320-7664,5
-,3.86,American Porter,Smog City Brewing,3103207664,Bloody Knucle Robust Porter,Torrance,CA,Smog_City_Brewing,6.00,(310) 320-7664,16
-,4.34,English Barleywine,Smog City Brewing,3103207664,Bourbon O.E.,Torrance,CA,Smog_City_Brewing,13.50,(310) 320-7664,32
-,3.75,American Strong Ale,Smog City Brewing,3103207664,Bourbon Red,Torrance,CA,Smog_City_Brewing,9.00,(310) 320-7664,1
-,4.08,American IPA,Smog City Brewing,3103207664,Brett IPA,Torrance,CA,Smog_City_Brewing,7.00,(310) 320-7664,1
-,4.1,Braggot,Smog City Brewing,3103207664,Bye Bye Rye,Torrance,CA,Smog_City_Brewing,9.10,(310) 320-7664,1
-,3.94,American Amber / Red Ale,Smog City Brewing,3103207664,California Love,Torrance,CA,Smog_City_Brewing,8.50,(310) 320-7664,31
-,4.46,American Porter,Smog City Brewing,3103207664,Chip Shot Coffee Porter,Torrance,CA,Smog_City_Brewing,6.00,(310) 320-7664,8
-,4.5,American Double / Imperial Stout,Smog City Brewing,3103207664,Coffee Nothing,Torrance,CA,Smog_City_Brewing,?,(310) 320-7664,1
-,4.11,American Porter,Smog City Brewing,3103207664,Coffee Porter,Torrance,CA,Smog_City_Brewing,6.00,(310) 320-7664,108
-,4.53,American Wild Ale,Smog City Brewing,3103207664,Cuddle Bug,Torrance,CA,Smog_City_Brewing,4.50,(310) 320-7664,76
-,-,American Strong Ale,Smog City Brewing,3103207664,Dan,Torrance,CA,Smog_City_Brewing,9.00,(310) 320-7664,0
-,4.2,American IPA,Smog City Brewing,3103207664,Double Dry-Hopped Grape Ape,Torrance,CA,Smog_City_Brewing,8.10,(310) 320-7664,1
-,3.92,Belgian Strong Pale Ale,Smog City Brewing,3103207664,Goldie,Torrance,CA,Smog_City_Brewing,10.50,(310) 320-7664,41
-,3.42,American IPA,Smog City Brewing,3103207664,Gottalottahops,Torrance,CA,Smog_City_Brewing,5.00,(310) 320-7664,3
-,4.05,American IPA,Smog City Brewing,3103207664,Grape Ape IPA,Torrance,CA,Smog_City_Brewing,8.10,(310) 320-7664,55
-,-,American Amber / Red Ale,Smog City Brewing,3103207664,Hive Five Taproom Collection,Torrance,CA,Smog_City_Brewing,5.90,(310) 320-7664,1
-,4.09,American Amber / Red Ale,Smog City Brewing,3103207664,Hop Crazed Squirrel,Torrance,CA,Smog_City_Brewing,7.00,(310) 320-7664,1
-,3.79,American IPA,Smog City Brewing,3103207664,Hoptonic,Torrance,CA,Smog_City_Brewing,7.30,(310) 320-7664,99
-,4.16,American IPA,Smog City Brewing,3103207664,Hoptonic With Citra & Mosaic,Torrance,CA,Smog_City_Brewing,7.30,(310) 320-7664,1
-,4.26,American Double / Imperial Stout,Smog City Brewing,3103207664,Infinite Wishes,Torrance,CA,Smog_City_Brewing,12.00,(310) 320-7664,55
-,3.75,American Pale Ale (APA),Smog City Brewing,3103207664,Jake,Torrance,CA,Smog_City_Brewing,4.80,(310) 320-7664,1
-,4.12,Saison / Farmhouse Ale,Smog City Brewing,3103207664,Kumquat Saison,Torrance,CA,Smog_City_Brewing,6.00,(310) 320-7664,55
-,-,Saison / Farmhouse Ale,Smog City Brewing,3103207664,L.A. Saison,Torrance,CA,Smog_City_Brewing,6.00,(310) 320-7664,19
-,3.68,German Pilsener,Smog City Brewing,3103207664,Little Bo Pils,Torrance,CA,Smog_City_Brewing,4.40,(310) 320-7664,48
-,3.93,German Pilsener,Smog City Brewing,3103207664,Little Bo Pinot,Torrance,CA,Smog_City_Brewing,4.40,(310) 320-7664,1
-,3.79,American Pale Ale (APA),Smog City Brewing,3103207664,Make Out Session Pale,Torrance,CA,Smog_City_Brewing,?,(310) 320-7664,13
-,3.37,Czech Pilsener,Smog City Brewing,3103207664,Mexican Vacation,Torrance,CA,Smog_City_Brewing,4.40,(310) 320-7664,1
-,3.44,English Pale Mild Ale,Smog City Brewing,3103207664,Mild Mannered,Torrance,CA,Smog_City_Brewing,4.50,(310) 320-7664,1
-,3.94,Witbier,Smog City Brewing,3103207664,Mo Wheaty Wheat,Torrance,CA,Smog_City_Brewing,5.40,(310) 320-7664,1
-,3.92,American IPA,Smog City Brewing,3103207664,My Tai Hop T,Torrance,CA,Smog_City_Brewing,7.30,(310) 320-7664,6
-,4.1,Belgian Strong Pale Ale,Smog City Brewing,3103207664,Oldie Goldie,Torrance,CA,Smog_City_Brewing,?,(310) 320-7664,1
-,3.54,American Black Ale,Smog City Brewing,3103207664,Pale Is The New Black,Torrance,CA,Smog_City_Brewing,5.70,(310) 320-7664,2
-,-,Saison / Farmhouse Ale,Smog City Brewing,3103207664,Pomegranate Unity,Torrance,CA,Smog_City_Brewing,5.30,(310) 320-7664,0
-,3.55,Irish Red Ale,Smog City Brewing,3103207664,Red Rye,Torrance,CA,Smog_City_Brewing,6.80,(310) 320-7664,1
-,3.82,American Amber / Red Ale,Smog City Brewing,3103207664,Sabre-Toothed Squirrel,Torrance,CA,Smog_City_Brewing,7.00,(310) 320-7664,113
-,4.46,English Barleywine,Smog City Brewing,3103207664,Single Barrel O. E.,Torrance,CA,Smog_City_Brewing,13.50,(310) 320-7664,6
-,4.11,American Porter,Smog City Brewing,3103207664,Smog City Groundwork Coffee Porter,Torrance,CA,Smog_City_Brewing,6.00,(310) 320-7664,232
-,3.7,Saison / Farmhouse Ale,Smog City Brewing,3103207664,Smog City LA Saison,Torrance,CA,Smog_City_Brewing,5.80,(310) 320-7664,33
-,3.62,American Pale Ale (APA),Smog City Brewing,3103207664,Smog City XPA,Torrance,CA,Smog_City_Brewing,4.90,(310) 320-7664,16
-,4.29,American IPA,Smog City Brewing,3103207664,Smoochin' Capuchin,Torrance,CA,Smog_City_Brewing,5.00,(310) 320-7664,3
-,4.15,Milk / Sweet Stout,Smog City Brewing,3103207664,Something From Nothing,Torrance,CA,Smog_City_Brewing,6.50,(310) 320-7664,3
-,3.85,American Brown Ale,Smog City Brewing,3103207664,Sour Brown,Torrance,CA,Smog_City_Brewing,6.30,(310) 320-7664,1
-,-,American Wild Ale,Smog City Brewing,3103207664,Spittin' & Cussin',Torrance,CA,Smog_City_Brewing,?,(310) 320-7664,2
-,4.29,American IPA,Smog City Brewing,3103207664,Steamfunk 100% Brett IPA,Torrance,CA,Smog_City_Brewing,6.80,(310) 320-7664,17
-,4.1,Saison / Farmhouse Ale,Smog City Brewing,3103207664,Tart Cherry Saison,Torrance,CA,Smog_City_Brewing,6.00,(310) 320-7664,2
-,4.11,American Double / Imperial Stout,Smog City Brewing,3103207664,The Nothing,Torrance,CA,Smog_City_Brewing,10.00,(310) 320-7664,115
-,3.66,Tripel,Smog City Brewing,3103207664,Third Nipple Tripel,Torrance,CA,Smog_City_Brewing,8.00,(310) 320-7664,2
-,3.95,American Wild Ale,Smog City Brewing,3103207664,This Sour Future,Torrance,CA,Smog_City_Brewing,7.50,(310) 320-7664,3
-,3.71,Saison / Farmhouse Ale,Smog City Brewing,3103207664,Unity,Torrance,CA,Smog_City_Brewing,5.30,(310) 320-7664,42
-,3.84,Saison / Farmhouse Ale,Smoke Mountain Brewery,8054073029,Biere De Noel,Ventura,CA,Smoke_Mountain_Brewery,10.20,(805) 407-3029,3
-,3.49,Milk / Sweet Stout,Smoke Mountain Brewery,8054073029,Coconut Macadamia Nut Milk Stout,Ventura,CA,Smoke_Mountain_Brewery,?,(805) 407-3029,1
-,3.76,American Double / Imperial IPA,Smoke Mountain Brewery,8054073029,Double IPA,Ventura,CA,Smoke_Mountain_Brewery,?,(805) 407-3029,1
-,-,American Pale Ale (APA),Smoke Mountain Brewery,8054073029,Estate Hopped Pale,Ventura,CA,Smoke_Mountain_Brewery,6.10,(805) 407-3029,0
-,3.6,Gose,Smoke Mountain Brewery,8054073029,Gose,Ventura,CA,Smoke_Mountain_Brewery,?,(805) 407-3029,1
-,4.12,American Blonde Ale,Smoke Mountain Brewery,8054073029,Honey Lavender Blonde,Ventura,CA,Smoke_Mountain_Brewery,?,(805) 407-3029,1
-,-,Smoked Beer,Smoke Mountain Brewery,8054073029,Peat Smoked Porter,Ventura,CA,Smoke_Mountain_Brewery,7.50,(805) 407-3029,0
-,4.17,Fruit / Vegetable Beer,Snowshoe Brewing Company,2097452272,Apricot Wheat Ale,Arnold,CA,Snowshoe_Brewing_Company,4.90,(209) 745-2272,6
-,3.83,American Porter,Snowshoe Brewing Company,2097452272,Black Bart Porter,Arnold,CA,Snowshoe_Brewing_Company,6.90,(209) 745-2272,1
-,-,American Strong Ale,Snowshoe Brewing Company,2097452272,Double Mash Cutthroat,Arnold,CA,Snowshoe_Brewing_Company,8.30,(209) 745-2272,0
-,3.72,Extra Special / Strong Bitter (ESB),Snowshoe Brewing Company,2097452272,ESB (Extra Special Blizzard),Arnold,CA,Snowshoe_Brewing_Company,6.00,(209) 745-2272,2
-,3.48,English Brown Ale,Snowshoe Brewing Company,2097452272,Grizzly Brown Ale,Arnold,CA,Snowshoe_Brewing_Company,5.60,(209) 745-2272,43
-,-,Irish Red Ale,Snowshoe Brewing Company,2097452272,Irish Red,Arnold,CA,Snowshoe_Brewing_Company,6.60,(209) 745-2272,0
-,2.25,American IPA,Snowshoe Brewing Company,2097452272,Lodgepole IPA,Arnold,CA,Snowshoe_Brewing_Company,7.20,(209) 745-2272,2
-,3.88,American Stout,Snowshoe Brewing Company,2097452272,Midnight Moon Oatmeal Stout,Arnold,CA,Snowshoe_Brewing_Company,7.20,(209) 745-2272,3
-,3.52,Märzen / Oktoberfest,Snowshoe Brewing Company,2097452272,Oktoberfest,Arnold,CA,Snowshoe_Brewing_Company,?,(209) 745-2272,1
-,-,American Porter,Snowshoe Brewing Company,2097452272,Pitch Black,Arnold,CA,Snowshoe_Brewing_Company,7.00,(209) 745-2272,0
-,-,Pumpkin Ale,Snowshoe Brewing Company,2097452272,Pumpkin Patch Ale,Arnold,CA,Snowshoe_Brewing_Company,?,(209) 745-2272,0
-,3.2,Hefeweizen,Snowshoe Brewing Company,2097452272,Snoweizen,Arnold,CA,Snowshoe_Brewing_Company,5.10,(209) 745-2272,21
-,-,American Blonde Ale,Snowshoe Brewing Company,2097452272,Summerfest,Arnold,CA,Snowshoe_Brewing_Company,5.80,(209) 745-2272,0
-,3.26,American Pale Ale (APA),Snowshoe Brewing Company,2097452272,Thompson Pale Ale,Arnold,CA,Snowshoe_Brewing_Company,5.50,(209) 745-2272,27
-,3.73,Winter Warmer,Snowshoe Brewing Company,2097452272,Westridge Winter Ale,Arnold,CA,Snowshoe_Brewing_Company,6.40,(209) 745-2272,1
-,3.24,American Pale Ale (APA),Snowshoe Brewing Company,2097452272,Yosemite Falls Pale Ale,Arnold,CA,Snowshoe_Brewing_Company,?,(209) 745-2272,7
-,3.41,American Pale Ale (APA),SoCal Beer Company,8182614855,Angelino Pale Ale,Tarzana,CA,SoCal_Beer_Company,6.40,(818) 261-4855,1
-,3.39,American Porter,SoCal Beer Company,8182614855,Black Bear Porter,Tarzana,CA,SoCal_Beer_Company,6.90,(818) 261-4855,18
-,3.43,American Pale Ale (APA),SoCal Beer Company,8182614855,Hang Loose Pale Ale,Tarzana,CA,SoCal_Beer_Company,5.40,(818) 261-4855,10
-,3.41,American Amber / Red Ale,SoCal Beer Company,8182614855,Red Carpet Ale,Tarzana,CA,SoCal_Beer_Company,5.90,(818) 261-4855,13
-,3.7,American IPA,SoCal Beer Company,8182614855,Seismic IPA,Tarzana,CA,SoCal_Beer_Company,6.70,(818) 261-4855,23
-,-,Schwarzbier,Social Kitchen & Brewery,4156810330,Bad Moon Spell,San Francisco,CA,Social_Kitchen_&_Brewery,5.00,(415) 681-0330,0
